"","ResponseId","age","gender","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q4_15","Q4_16","Q4_17","Q4_18","Q4_19","Q4_20","Q4_21","Q4_22","Q4_23","Q4_24","Q4_25","Q4_26","Q4_27","Q4_28","Q4_29","Q4_30","Q4_31","Q4_32","Q4_33","Q4_34","Q4_35","Q4_36","Q4_37","Q4_38","Q4_39","Q4_40","Q4_41","Q4_42","Q4_43","Q4_44","Q4_45","Q4_46","Q4_47","Q4_48","Q4_49","Q4_50","Q4_51","Q4_52","Q4_53","Q4_54","Q4_55","Q4_56","Q4_57","Q4_58","Q4_59","Q4_60"
"745","R_2donJ6ZiC8sOtzO",17,"woman",1,2,4,5,2,1,4,4,2,4,5,4,4,1,3,5,4,4,2,5,1,1,4,2,2,5,3,4,4,2,5,3,4,2,3,4,4,3,4,4,1,5,4,5,1,1,5,1,4,5,5,2,2,4,3,1,1,2,1,4
"746","R_29ghjgn9l21JQMf",18,"woman",3,2,2,4,2,3,4,5,4,4,4,3,3,5,3,4,2,2,5,5,3,2,5,5,2,4,3,5,4,2,5,2,2,4,4,2,4,2,4,4,2,5,2,4,2,3,4,2,1,2,2,4,4,4,2,4,4,5,1,4
"747","R_0quOaiB1NpFPuPn",20,"woman",2,4,2,1,1,3,5,3,2,5,4,2,4,2,4,5,2,4,2,5,4,1,4,2,1,4,4,3,3,1,5,3,5,5,4,3,1,4,5,4,2,4,5,3,1,1,2,1,2,1,3,5,3,5,4,2,4,2,1,5
"748","R_ZkpmDG3RATu3Fmx",20,"man",4,5,5,2,2,1,5,5,2,5,1,2,2,5,4,5,1,4,4,4,1,1,4,1,2,5,5,4,1,1,5,2,4,5,5,4,3,2,5,5,2,4,4,1,1,2,1,4,1,4,4,5,4,5,2,5,4,1,5,4
"749","R_SDeJF6hZA2375Kh",18,"man",4,5,1,1,1,4,5,4,2,5,2,4,4,4,4,4,5,4,5,5,3,1,5,4,2,1,5,1,2,1,4,5,5,5,5,2,1,4,4,5,3,4,4,2,1,4,2,1,1,1,3,5,5,4,1,4,4,1,4,5
"750","R_1CDXWbDHXN8MOjJ",18,"man",5,4,5,2,1,5,4,4,2,5,1,5,4,5,5,1,2,2,5,5,5,5,5,4,1,4,1,5,1,1,1,4,2,4,5,1,5,2,5,5,4,5,4,1,1,5,4,5,2,1,1,4,2,5,2,5,1,5,5,5
"751","R_TuQ1PfZEKUW0BfH",18,"man",3,4,2,2,4,3,5,4,2,5,3,4,4,5,4,3,1,5,4,5,2,2,4,2,2,4,2,4,4,3,5,4,5,4,5,3,4,4,5,4,3,3,4,5,3,4,3,1,2,1,4,5,4,4,2,4,2,4,3,3
"752","R_tJya3ALPoVaxSQp",18,"woman",3,3,5,2,5,3,3,5,2,5,3,3,3,4,4,3,3,1,3,3,3,5,5,4,4,4,3,5,4,4,4,3,1,4,1,4,5,1,3,4,5,5,3,2,5,4,4,5,2,5,4,4,1,4,5,2,2,5,4,3
"753","R_2E4QWnRLuw5hLu8",18,"woman",1,1,1,1,1,5,2,5,1,5,1,5,1,5,5,5,1,5,5,5,5,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,5,5,1,5,1,5,5,1
"754","R_2rVfYbFdo4dbt4S",18,"non-binary",4,4,5,3,2,4,4,3,3,5,3,3,4,4,4,2,3,4,4,5,4,3,5,3,2,3,4,4,2,2,4,4,1,3,4,3,3,4,4,4,5,3,4,4,1,4,2,4,3,4,2,4,3,4,5,5,4,5,4,5
"755","R_3PauorHbU58zpyX",21,"non-binary",1,5,5,1,2,1,4,4,1,4,5,4,2,5,4,5,2,2,5,5,1,3,5,3,2,5,5,5,2,1,5,3,2,5,5,5,4,1,5,5,3,4,1,3,1,1,4,4,1,2,5,4,1,4,1,3,3,5,3,5
"756","R_3EvgICMrsVRAUsA",63,"prefer not to say",5,5,3,5,1,4,5,2,5,5,3,4,5,4,5,4,2,4,4,4,2,1,3,4,2,1,3,4,4,1,5,5,3,4,4,4,3,5,4,3,5,5,5,5,1,5,3,4,4,2,5,5,5,2,2,4,4,3,4,5
"757","R_2X02M4hEZvVK4od",20,"man",1,5,4,2,4,2,5,4,2,5,5,3,3,1,5,5,2,3,4,4,1,4,5,1,2,5,4,4,2,1,5,4,3,5,4,5,4,4,5,5,1,5,4,4,2,1,3,2,1,2,4,4,2,5,1,2,4,2,2,4
"758","R_1FrYjes8I9uTVh8",20,"woman",4,5,2,4,2,3,5,2,3,5,1,3,5,2,4,3,1,5,3,4,3,3,2,5,1,1,5,2,5,1,4,5,4,3,5,3,1,4,3,5,4,3,4,4,1,4,2,1,3,2,3,5,4,2,2,4,3,3,1,4
"759","R_3G1FXQ7WIQ55Kb8",52,"man",2,4,3,5,2,3,4,3,4,4,4,5,4,4,3,5,2,4,4,4,3,3,5,5,4,4,4,2,4,2,4,4,4,3,4,4,3,3,4,4,3,4,4,4,2,2,2,3,4,2,4,4,4,4,2,3,4,2,2,3
"760","R_3G25WqF0lmC5gE7",19.5,"man",2,4,2,4,5,5,4,2,4,4,2,2,4,2,5,3,5,5,3,5,4,2,2,5,1,2,4,2,4,2,5,4,4,4,4,1,2,4,3,5,2,2,4,4,1,1,2,1,2,1,1,3,5,2,1,3,5,2,1,5
"761","R_3LYn2w3okDTrFYu",42,"man",5,4,2,5,4,5,5,2,4,5,2,4,4,5,5,2,2,4,5,4,5,4,5,4,4,2,4,1,2,4,1,5,5,5,4,2,4,5,1,4,4,4,5,1,2,5,4,1,2,2,3,5,5,1,1,4,2,1,4,4
"762","R_2ve1ksIVkSlHD7B",52,"woman",4,4,1,4,4,4,5,1,4,5,2,2,5,1,4,4,2,5,3,2,4,3,1,5,1,1,4,1,4,2,4,5,5,2,4,1,1,5,1,4,5,2,5,4,1,4,4,1,4,3,2,5,5,1,2,4,4,4,1,5
"763","R_1rOe6OI52K2dFsy",19,"man",4,4,3,3,1,4,5,5,3,5,2,3,3,4,3,4,3,4,3,5,3,2,4,3,1,4,3,4,3,2,3,4,4,4,3,3,3,3,4,5,3,4,3,3,3,4,2,2,1,1,3,5,3,3,2,3,4,3,4,4
"764","R_2ZVa8m9WXEJvBEK",19,"man",4,5,2,4,2,4,5,3,2,5,1,1,4,4,4,4,5,4,4,2,4,4,4,4,2,2,5,4,4,2,4,5,4,4,4,2,2,4,4,5,4,3,5,4,1,4,3,1,2,2,4,5,5,2,2,4,4,4,4,4
"765","R_9BROsF9vSSoU2Hf",21,"woman",4,3,5,1,1,4,4,5,1,4,2,4,3,5,4,3,4,4,5,4,5,5,5,1,2,5,2,4,1,1,4,2,2,5,4,2,4,3,5,4,1,3,4,1,4,4,4,4,1,4,1,3,2,5,4,3,3,4,5,4
"766","R_1q3qW7tNeJjJuDx",18,"man",4,4,4,1,4,4,4,5,4,5,1,2,4,5,4,5,2,5,4,4,4,2,4,2,2,5,2,4,2,2,5,4,5,5,4,4,2,4,4,4,2,4,2,2,4,4,4,1,2,1,4,4,4,4,2,4,2,2,5,2
"767","R_1dy2j4UkUcePom1",24,"man",2,4,1,5,2,3,5,1,4,5,1,2,5,4,4,4,1,5,4,4,1,2,2,4,3,2,2,1,2,1,4,4,5,4,3,2,1,5,2,5,4,4,5,4,1,2,2,1,2,2,4,5,5,2,4,5,2,2,2,4
"768","R_3PF7dCt92PA5vFh",19,"woman",4,4,2,4,2,5,4,2,4,5,2,4,5,2,4,3,2,4,5,5,4,2,2,4,1,2,3,2,4,2,4,4,4,4,4,2,2,4,4,4,4,4,5,4,2,5,4,4,2,2,2,5,4,2,2,4,5,4,1,4
"769","R_3M6b2V14G7BdMoj",16,"man",4,5,3,1,3,1,5,4,2,5,2,2,4,4,2,2,5,3,2,4,2,3,5,1,1,4,5,4,2,4,4,4,3,5,4,3,2,4,5,5,5,4,5,2,1,4,1,2,1,1,4,5,3,5,3,4,4,4,5,1
"770","R_TuQxipjfchmkS2d",20,"woman",5,5,3,4,1,4,5,3,4,5,2,5,5,3,5,4,5,4,4,4,5,3,3,5,3,4,5,4,5,3,3,3,3,1,5,1,5,5,1,5,5,4,5,4,2,5,5,3,5,5,1,4,5,3,2,4,5,4,3,3
"771","R_SIrolrbIwZyG01j",18,"man",4,4,4,2,4,3,5,4,4,4,2,2,3,4,4,2,1,4,4,5,4,1,5,2,1,4,2,2,2,3,4,3,2,5,4,1,1,4,2,5,2,1,5,2,2,4,4,2,2,2,1,4,5,3,2,2,5,4,4,2
"772","R_263YebNaFwUiawr",58,"woman",4,2,3,3,5,3,2,1,4,5,3,4,5,4,5,2,4,3,2,4,3,3,4,3,4,2,5,2,4,1,3,5,4,3,4,3,3,5,3,4,4,3,5,4,1,3,5,1,4,2,3,4,5,3,2,3,5,4,3,4
"773","R_2VOu5aWAIE9aA6F",33,"woman",5,5,1,5,5,5,5,1,5,5,4,3,5,1,5,1,5,5,4,3,5,1,4,5,1,1,5,1,5,2,4,5,5,2,1,1,5,5,5,5,5,5,5,5,1,5,5,1,5,3,1,4,5,5,3,3,5,5,3,5
"774","R_884crRB3VxSOLCx",17,"woman",3,5,3,4,1,2,5,5,2,5,1,4,2,4,3,3,1,4,3,5,2,3,5,1,2,5,5,4,2,2,5,3,3,5,5,3,3,1,3,5,2,4,1,3,2,4,3,2,1,2,4,3,1,4,2,4,4,4,2,2
"775","R_3k08OhALnNGV0gO",18,"man",3,5,4,2,1,4,5,3,5,5,4,4,4,3,5,4,1,3,4,5,3,3,4,5,2,4,5,4,4,2,5,5,3,4,5,3,3,4,3,5,4,4,5,2,1,5,2,1,2,2,4,5,4,4,2,4,5,4,3,5
"776","R_2En2CrGJdTP8neU",23,"man",5,5,2,4,2,3,4,5,4,4,1,2,2,5,3,3,1,4,4,4,3,2,2,3,4,2,4,3,3,3,3,5,5,4,4,2,2,5,4,3,5,2,4,2,4,5,2,1,2,4,2,4,4,3,5,5,3,2,4,4
"777","R_1LeBRqKl9y5EVbl",18,"man",2,5,4,4,3,3,4,5,2,5,4,3,4,4,2,5,1,4,5,4,2,3,4,2,5,5,4,2,1,5,5,5,4,5,4,4,2,2,5,4,2,4,5,4,4,2,1,3,1,3,4,4,4,4,3,2,3,4,3,2
"778","R_1Nt6gMWwIbIrKze",18,"man",4,4,5,2,2,3,5,4,2,2,2,4,3,5,1,3,5,5,5,5,4,1,5,1,1,4,2,5,1,3,4,5,1,5,5,4,4,3,5,5,4,4,4,1,2,4,1,5,1,1,4,5,2,5,3,4,3,5,5,2
"779","R_2UWMdVLhrXRG2x3",19,"prefer not to say",2,3,3,3,1,4,4,4,3,4,3,3,3,4,4,4,3,4,3,5,3,4,4,2,2,3,3,2,3,2,3,3,2,4,5,2,3,2,3,3,3,4,2,3,2,3,3,4,2,2,4,4,3,4,2,3,3,3,4,4
"780","R_Amv3GmI2rfeDM53",18,"man",2,5,1,4,5,4,5,4,4,5,1,4,5,4,4,5,5,4,4,5,4,1,4,1,1,1,4,1,1,1,5,5,5,5,5,2,1,5,5,5,4,5,4,1,1,2,1,1,1,1,4,5,5,5,1,4,5,1,4,4
"781","R_3Gp4l1YqcWwSREI",19,"man",5,4,4,4,4,4,5,4,4,5,4,5,4,3,4,4,4,3,3,5,3,3,5,4,3,4,4,4,4,3,4,4,3,4,5,4,4,4,5,2,4,5,4,4,4,4,3,3,3,3,4,4,3,4,3,4,4,4,2,4
"782","R_1f9sgyr2N2uCqmO",16,"non-binary",4,3,5,1,5,3,4,5,1,4,2,3,3,5,2,4,4,1,4,5,5,4,5,1,4,5,3,5,1,1,4,3,1,5,5,4,5,3,5,3,5,5,3,1,2,5,4,5,1,1,5,4,1,5,4,4,3,5,5,3
"783","R_2wzPiLRVUxTLkAt",20,"man",4,4,2,3,2,2,5,2,4,3,2,2,5,1,4,4,2,4,2,5,2,1,4,3,2,2,4,2,4,2,4,3,3,4,5,4,1,4,2,2,4,4,4,4,2,5,1,1,2,2,2,5,4,1,4,5,5,1,2,4
"784","R_3Pk4iDfQp1gzaMF",20,"man",1,4,4,1,1,3,5,5,1,4,2,3,1,5,4,2,1,4,5,5,3,2,3,1,1,5,5,4,1,1,4,4,3,5,5,3,1,2,5,5,1,4,2,1,1,4,1,1,1,3,5,5,3,5,1,2,2,4,5,5
"785","R_1Ii3eMIcUoQ95ba",18,"non-binary",4,5,3,1,1,4,4,4,2,4,2,5,4,5,2,4,4,4,5,4,3,4,5,2,2,5,4,3,1,2,5,4,4,5,4,2,2,4,5,2,4,4,4,2,2,5,3,2,1,3,2,5,5,5,2,4,2,5,5,3
"786","R_1fiKZH0B47DDCKz",18,"man",4,4,4,5,2,2,4,3,5,5,1,2,3,4,3,3,1,4,3,4,2,2,2,2,1,4,5,4,3,5,5,5,4,4,5,5,4,3,4,4,3,2,5,4,2,4,2,1,1,1,4,5,4,2,4,4,4,4,3,5
"787","R_yz458nwwltl83Ad",23,"woman",4,5,3,2,1,3,5,4,2,4,3,2,3,2,4,5,1,4,3,4,3,2,5,4,2,5,5,4,4,1,5,4,2,3,5,3,2,3,3,5,2,1,4,5,1,3,2,5,3,3,4,5,1,1,2,2,4,3,3,5
"788","R_1OIaXdovk7Pe49G",16,"man",1,5,5,1,3,2,5,5,4,5,4,3,2,5,5,5,1,4,5,5,1,4,5,1,2,4,4,4,1,5,5,2,3,5,5,4,2,1,5,5,4,4,4,1,2,4,2,4,1,2,5,5,4,5,2,4,4,5,5,1
"789","R_3nw3QS776NJsLQf",19,"non-binary",5,2,5,4,5,4,5,3,4,5,4,4,5,5,5,4,4,5,5,5,5,5,3,4,5,5,5,3,5,4,5,5,5,4,5,5,4,4,5,5,4,5,5,4,5,5,1,4,4,4,5,3,5,5,5,5,5,4,5,5
"790","R_3plIOvhvuhx3Ls0",25,"non-binary",1,5,4,2,2,1,4,5,4,5,2,2,2,2,2,4,1,5,4,5,1,1,5,2,4,5,4,4,2,2,5,5,5,5,4,4,2,4,4,2,2,1,4,2,4,4,1,1,1,2,5,5,1,4,4,4,5,5,2,2
"791","R_3Lcn0uTzP3PKit3",17,"woman",5,5,4,3,4,3,4,4,4,5,1,4,3,2,4,2,1,3,4,4,3,4,5,4,1,4,4,3,3,1,3,4,4,4,3,2,3,4,3,5,2,4,4,4,1,5,2,2,4,5,4,4,4,3,2,4,4,4,2,4
"792","R_AHdKTIAy0d6NxMB",16,"man",1,5,2,2,5,1,5,4,1,4,4,4,2,4,2,5,2,5,4,4,1,1,4,1,3,4,5,4,1,4,5,4,4,5,4,5,1,5,4,4,2,4,5,1,5,1,3,2,1,4,5,5,2,4,2,2,5,3,5,1
"793","R_3jfezAFO6a6TdUR",18,"man",4,5,2,5,2,2,5,4,5,4,1,1,5,4,4,4,1,2,3,5,2,1,5,2,1,2,5,3,4,2,4,5,1,4,5,2,1,1,2,4,4,1,4,4,1,4,1,2,1,1,4,5,1,3,2,5,5,4,4,3
"794","R_4ZcOSPwih2G2LtL",21,"man",5,4,4,4,1,3,5,1,4,5,1,2,5,4,5,1,1,5,4,4,5,4,1,5,1,1,4,1,2,1,2,4,4,4,5,1,4,5,1,5,5,4,5,4,1,5,1,1,2,1,1,5,5,1,1,5,2,4,5,5
"795","R_31n2OxuJRiJ6U6y",61,"man",5,5,1,5,1,5,5,1,4,5,2,1,5,4,4,2,1,5,5,5,4,1,1,2,2,3,5,1,5,1,4,5,4,4,5,3,4,5,4,5,4,4,5,2,5,5,1,1,2,1,3,5,5,4,2,4,4,4,4,4
"796","R_3gSMo8w0lPzNZWm",18,"non-binary",1,5,2,2,1,3,5,2,2,5,2,3,4,4,4,5,1,5,4,5,2,4,2,1,1,4,2,3,1,1,5,4,5,5,5,3,3,4,5,5,2,5,5,1,1,1,4,1,1,1,3,5,5,5,5,5,1,4,5,5
"797","R_2cc1fzRkYDpS3vW",18,"man",4,5,2,2,4,4,5,4,2,5,2,5,3,4,3,4,2,1,5,2,4,2,3,3,3,5,3,2,2,3,4,3,2,5,4,2,3,4,4,5,3,5,5,3,4,4,2,1,1,4,3,5,4,4,2,4,3,4,4,5
"798","R_3PcdtpBBrIcTeA8",24,"non-binary",2,4,5,2,3,2,4,2,4,4,1,4,5,3,4,5,1,3,4,5,1,2,5,2,2,2,5,4,2,1,5,5,3,5,5,3,4,3,3,3,4,3,4,2,2,2,2,4,1,2,4,5,4,3,2,5,3,4,4,3
"799","R_1QFX6cqRbjh8GMq",20,"man",4,4,1,4,1,4,5,3,4,5,2,3,3,2,3,5,1,1,2,4,3,1,2,5,1,2,4,1,5,4,5,4,4,2,4,1,2,5,1,2,4,4,5,4,2,3,4,1,5,1,2,5,4,2,2,4,5,1,2,3
"800","R_1QoaF9k8hrGAyWL",19,"man",3,5,2,2,4,1,5,4,2,4,2,2,5,4,3,5,4,4,4,4,1,1,4,2,2,4,4,2,1,4,5,2,4,5,4,4,4,4,4,4,4,4,5,4,2,3,2,2,1,2,5,5,4,4,2,4,4,3,4,2
"801","R_3J2WdhpGK0g4KM8",23,"woman",1,2,4,2,5,2,4,2,2,4,4,4,4,2,2,5,4,5,4,1,2,2,4,2,2,4,4,4,4,4,5,4,2,5,1,4,2,4,4,2,1,4,4,4,5,2,5,2,2,5,5,4,4,2,2,2,2,2,1,2
"802","R_2feUgBqZOvC3lIO",19,"woman",3,5,5,1,1,4,5,3,4,5,1,3,3,4,5,4,1,5,5,5,4,3,5,2,2,4,5,3,2,1,5,1,2,5,5,3,4,4,5,5,3,5,4,2,1,4,3,3,1,1,4,5,5,5,1,3,5,4,5,5
"803","R_8knaLyErz67AdTH",18,"man",5,5,2,4,2,1,5,4,5,5,2,2,5,1,4,1,1,4,5,5,4,1,4,1,1,2,5,2,2,1,4,1,4,5,3,2,1,2,5,4,4,2,5,3,1,5,1,1,1,1,1,5,5,5,1,1,5,4,2,4
"804","R_9TajZDAq4aWvT0Z",25,"woman",1,4,5,1,4,1,4,5,1,5,5,3,2,4,4,5,1,4,5,4,1,4,5,2,1,4,2,3,1,5,5,4,1,5,4,3,2,3,5,5,1,4,3,1,2,1,4,5,1,4,5,4,1,5,2,1,3,5,4,2
"805","R_3Hq6a7msgrdJDgH",18,"non-binary",4,5,4,1,4,5,5,4,2,5,2,3,2,5,5,3,2,4,5,1,4,2,5,2,1,4,5,4,1,2,4,3,1,5,2,3,5,5,4,1,5,2,4,1,1,5,2,2,2,2,2,4,2,5,2,4,5,5,4,4
"806","R_3RwSN1IGKzmtqJs",25,"non-binary",3,5,4,2,4,3,4,4,4,5,2,2,4,4,4,3,2,3,5,4,3,2,4,1,2,4,4,4,2,4,5,4,1,4,4,4,2,3,4,4,2,4,4,4,3,4,3,3,1,1,5,4,4,4,1,4,5,4,5,4
"807","R_1B30NE8tyTR8Jj3",51,"man",4,5,5,1,1,5,5,2,2,5,2,4,5,5,5,2,1,5,5,4,5,4,4,1,1,4,5,4,1,1,5,5,5,5,5,2,1,5,5,5,4,1,5,4,1,5,1,1,1,1,1,5,5,5,1,5,5,4,5,4
"808","R_31pzerfsfSc3tbi",19,"man",2,5,2,3,1,3,4,2,2,3,2,2,3,4,3,4,2,3,4,5,1,2,2,4,2,3,3,4,3,1,5,4,3,3,3,3,3,2,2,4,3,3,3,3,3,3,3,3,4,2,3,4,4,2,1,4,3,4,3,4
"809","R_BG2nAqCrQ6rRA8V",27,"man",2,5,1,4,1,3,4,3,2,4,2,2,5,2,4,4,1,5,5,5,4,2,2,2,4,2,4,1,2,1,4,4,5,5,4,4,4,4,4,4,2,4,5,2,1,2,1,3,1,2,2,5,5,4,2,4,5,1,5,4
"810","R_3dY4dORGfTMLmqe",28,"non-binary",3,4,5,2,5,3,4,4,1,5,1,2,2,5,3,3,2,3,4,5,2,4,4,1,1,4,2,4,1,5,5,4,1,5,5,4,4,1,5,4,2,4,4,2,2,4,4,4,2,1,2,2,3,5,1,4,2,4,5,4
"811","R_RCQNGbcirK7icXD",18,"non-binary",1,4,4,1,5,4,4,4,1,5,4,4,2,5,1,4,4,4,5,5,4,3,5,2,2,4,4,4,2,2,5,2,2,5,5,3,4,1,4,4,3,4,2,1,2,3,4,5,1,2,5,3,2,5,2,3,2,4,5,2
"812","R_1GwsHbAjTEEFJIB",17,"man",3,3,4,2,2,3,4,4,2,4,4,4,4,4,3,4,4,4,4,4,3,1,4,2,2,2,2,4,3,4,4,4,4,4,3,2,3,4,5,4,4,5,4,4,4,4,4,2,4,3,2,4,2,5,3,4,2,4,4,3
"813","R_qVZUvh5HRix3uiR",60,"man",3,5,1,4,1,5,4,1,2,5,1,3,3,5,5,4,4,3,5,5,5,5,2,2,1,3,1,4,4,1,2,5,3,5,5,2,5,4,4,5,4,5,4,2,1,4,2,1,2,1,1,2,5,4,2,5,3,4,5,5
"814","R_3no769tGQQBYUyv",16,"man",4,5,1,2,5,5,5,5,1,5,5,5,5,5,3,3,4,5,5,5,5,4,5,1,5,5,5,3,1,5,4,4,5,5,5,5,4,4,5,5,5,5,5,2,2,4,4,2,1,1,1,4,2,5,4,2,5,5,5,2
"815","R_3qQnQbjcjxu6iIs",49,"man",4,5,1,2,4,4,5,2,4,1,1,4,5,1,4,1,5,5,5,1,1,1,4,5,4,1,2,1,3,5,1,5,5,2,1,4,1,5,1,1,4,5,5,4,1,1,1,1,4,2,4,5,5,1,5,3,4,1,5,4
"816","R_1f3EznVQDvmcMth",64,"man",5,5,4,2,5,4,5,3,2,3,1,3,5,2,4,1,5,5,4,3,1,2,4,5,4,5,4,1,2,2,1,5,4,5,5,5,4,4,4,5,2,4,5,1,2,5,1,2,4,3,5,5,4,3,3,4,5,4,5,4
"817","R_dmVHnlpChvgKaGZ",28,"woman",4,5,4,2,2,3,5,4,3,5,4,4,4,4,4,4,1,1,5,5,2,1,5,1,1,4,1,4,4,1,5,4,2,5,5,3,4,4,2,4,4,4,3,4,1,4,1,4,2,2,4,5,4,3,1,5,4,4,4,5
"818","R_1gtmzqHNq0CAIAf",25,"non-binary",2,3,5,2,2,4,2,4,2,5,4,2,1,2,4,3,4,5,4,5,2,2,5,3,1,4,4,4,1,2,4,2,1,5,5,4,4,2,4,5,2,5,2,2,1,4,5,5,2,4,5,3,2,5,1,4,2,4,2,5
"819","R_XSLMGKxqs0UlVnP",18,"man",4,3,4,4,2,4,3,3,2,5,3,5,2,5,3,4,2,2,5,5,4,4,5,2,2,2,2,4,1,1,4,3,1,5,5,2,4,3,5,4,4,5,3,1,2,4,4,4,1,4,3,4,5,4,3,3,4,5,5,4
"820","R_1oyYdpBRGbZvJRF",17,"man",5,4,4,4,5,4,5,2,4,5,1,4,4,2,4,2,4,2,4,5,4,2,2,4,1,4,4,2,4,1,1,4,2,2,5,1,2,4,2,5,5,4,5,4,1,5,4,2,2,2,2,5,4,1,1,5,3,2,2,4
"821","R_3I0G1PYfXeLyuSC",18,"man",3,4,1,5,1,5,5,2,3,5,1,3,5,1,5,5,5,5,5,5,5,5,3,5,1,5,5,2,5,1,5,5,5,5,5,4,4,5,5,5,5,5,5,5,2,4,5,1,4,1,1,5,5,5,3,5,5,1,1,5
"822","R_24uFdzLTirNS5dy",19,"woman",2,2,5,3,2,3,4,5,2,2,4,2,4,4,4,5,4,1,5,3,3,3,5,1,2,5,4,4,3,3,5,3,1,5,3,3,4,3,3,3,3,2,2,4,4,2,4,4,1,3,5,4,4,2,2,2,4,5,3,3
"823","R_1rcU4kpIKiEj4qz",18,"man",4,5,5,2,2,4,5,4,1,5,4,4,4,4,5,5,5,4,5,5,3,3,5,4,1,5,5,5,4,2,5,5,2,5,5,4,5,5,4,5,2,5,4,4,4,5,3,4,2,1,4,4,5,4,3,5,3,4,5,4
"824","R_23UGcAwKNZEjFwd",18,"man",4,2,3,4,2,5,4,3,3,4,2,4,4,4,3,3,4,3,3,2,4,4,4,4,3,3,3,4,4,2,3,3,4,3,4,4,4,4,2,3,3,5,4,4,3,3,4,3,3,5,3,4,4,2,3,3,2,3,4,4
"825","R_3ygBtq48TvvLTCp",17,"man",4,4,4,2,2,3,5,5,3,4,2,4,4,4,3,3,4,3,4,4,3,3,5,4,2,3,3,4,4,2,5,4,3,3,3,3,4,2,2,5,4,4,4,4,2,4,3,4,2,1,2,4,5,1,3,4,3,4,4,3
"826","R_3en56rE07tPoPun",22,"man",2,5,1,4,3,2,5,2,5,5,5,3,5,4,4,5,1,5,4,4,3,5,5,2,4,1,5,4,5,4,5,5,5,2,4,2,2,5,2,2,5,3,3,2,2,2,2,2,2,4,2,5,5,2,2,5,5,2,4,4
"827","R_31LSCzpAa0sAYyW",26,"woman",5,5,3,4,2,4,4,5,4,4,1,2,5,3,4,1,1,2,4,5,4,2,4,4,2,2,4,4,4,1,1,5,2,4,4,2,2,2,4,5,5,2,4,5,1,5,1,2,2,2,2,5,2,4,2,5,4,4,2,2
"828","R_BVtHgVhBQHAZ4Jj",18,"man",2,5,4,4,2,1,5,4,4,4,5,2,5,1,4,5,1,2,5,5,1,1,5,1,1,2,5,4,4,2,5,5,2,5,5,5,1,1,5,5,1,4,5,4,1,2,1,2,1,1,5,5,2,5,1,1,4,4,2,4
"829","R_1NDNwnsMYDUfB6R",19,"man",2,2,5,3,3,2,5,5,4,4,3,5,3,4,3,2,2,2,2,3,3,2,5,2,4,2,4,4,3,2,3,4,1,2,4,2,4,2,4,4,3,4,3,4,1,3,4,4,3,3,5,4,2,2,3,2,3,4,2,4
"830","R_1I7d6MTSXkxur2t",59,"man",4,5,4,3,2,2,5,2,2,5,3,3,5,2,4,3,1,2,4,3,2,2,2,4,4,2,4,2,3,3,4,5,4,5,3,3,1,4,4,4,3,2,5,4,1,4,1,2,4,2,4,5,5,4,2,3,5,2,5,4
"831","R_2dgLtCmXI7SeWXv",17,"man",1,3,5,2,2,2,5,3,2,5,2,3,2,4,4,5,2,2,5,5,1,2,5,1,3,3,3,4,2,1,5,3,1,5,4,4,2,1,5,5,4,4,2,3,1,1,4,4,1,2,5,4,1,5,1,2,5,5,3,4
"832","R_2PneNOv7OS3ZWFU",19,"woman",2,4,3,3,2,3,5,4,2,5,2,4,4,4,4,5,1,4,4,5,2,2,4,2,1,2,4,2,2,2,5,4,1,5,5,3,3,4,4,5,3,3,4,4,1,2,3,3,2,1,4,4,3,4,1,3,2,4,4,4
"833","R_1NqspEBSZTlA21I",25,"woman",2,4,5,5,1,1,5,5,5,5,2,4,3,1,3,5,1,1,4,5,1,1,5,3,1,4,5,5,4,1,5,3,2,1,5,5,4,2,1,4,2,2,2,3,1,1,2,4,2,3,5,5,4,1,1,2,5,5,2,4
"834","R_22VsNfKf8ljqcHE",19,"man",2,4,1,2,4,1,4,4,1,2,2,2,5,3,2,4,1,3,3,5,2,1,5,2,3,4,5,3,2,3,5,4,4,4,5,4,2,2,2,4,2,2,4,2,2,2,3,3,5,2,2,3,2,4,2,3,5,1,4,2
"835","R_2BfzSFSOBVWLch8",18,"man",4,4,3,3,2,3,4,3,4,4,3,3,3,2,3,4,1,2,4,5,3,2,2,4,3,2,4,2,3,4,4,4,3,2,5,3,2,3,2,3,4,3,4,4,1,2,2,2,3,2,3,5,2,2,2,4,4,3,3,4
"836","R_3lslSSxCrDIS4e9",25,"non-binary",4,4,5,2,1,4,2,5,2,5,2,4,4,5,4,1,2,4,4,5,4,5,2,2,1,2,2,5,1,1,4,2,4,5,5,2,5,4,5,2,5,5,4,1,2,4,4,4,2,1,4,2,4,5,1,4,2,5,5,5
"837","R_2ffAIE5s7sqYk0S",17,"woman",2,4,3,2,1,1,4,4,2,5,1,2,2,5,3,4,5,3,5,5,1,2,4,1,3,4,5,5,1,3,5,4,2,5,5,3,4,3,5,4,3,3,3,1,1,4,2,3,2,2,5,4,2,5,1,4,2,4,4,4
